t_s,stream,v1,v2,v3,v4
8.752280,foot_accel,0.851562,2.007812,-9.531250,
8.752511,toe_fsr,3,,,
8.753309,shank_accel,-0.375000,2.402344,-9.675781,
8.753546,encoder,121.113281,,,
8.754164,foot_accel,0.812500,2.042969,-9.492188,
8.754395,heel_fsr,427,,,
8.755420,shank_gyro,0.000000,0.000000,0.000000,
8.756921,foot_gyro,0.005859,0.000000,-0.005859,
8.757170,toe_fsr,6,,,
8.757997,shank_accel,-0.375000,2.441406,-9.671875,
8.758259,encoder,121.113281,,,
8.758932,foot_accel,0.851562,2.007812,-9.492188,
8.759199,heel_fsr,419,,,
8.760784,shank_accel,-0.375000,2.402344,-9.675781,
8.760793,shank_gyro,0.000000,0.000000,0.000000,
8.762080,foot_gyro,0.000000,0.000000,0.000000,
8.762729,shank_accel,-0.375000,2.402344,-9.710938,
8.762978,toe_fsr,0,,,
8.763416,encoder,121.113281,,,
8.764113,foot_accel,0.812500,2.042969,-9.492188,
8.764750,shank_gyro,0.000000,0.000000,0.000000,
8.764991,heel_fsr,411,,,
8.766155,foot_gyro,0.005859,-0.001953,0.000000,
8.766958,shank_accel,-0.375000,2.363281,-9.710938,
8.767182,toe_fsr,-5,,,
8.767956,foot_accel,0.851562,2.007812,-9.492188,
8.768796,encoder,121.113281,,,
8.769421,foot_gyro,-0.003906,0.000000,0.003906,
8.769650,heel_fsr,414,,,
8.770666,shank_gyro,0.000000,0.000000,0.000000,
8.771877,foot_accel,0.812500,2.007812,-9.531250,
8.772496,shank_accel,-0.375000,2.402344,-9.710938,
8.772718,toe_fsr,6,,,
8.773100,encoder,121.113281,,,
8.774348,shank_accel,-0.335938,2.441406,-9.714844,
8.774609,heel_fsr,426,,,
8.776115,foot_gyro,0.000000,-0.001953,-0.003906,
8.776364,toe_fsr,4,,,
8.777204,shank_gyro,0.000000,0.000000,0.000000,
8.777849,foot_accel,0.812500,2.042969,-9.492188,
8.778094,heel_fsr,419,,,
8.778750,shank_accel,-0.375000,2.441406,-9.753906,
8.779041,encoder,121.113281,,,
8.779977,foot_accel,0.851562,1.968750,-9.531250,
8.781003,shank_gyro,0.000000,0.000000,0.000000,
8.782291,foot_gyro,0.003906,0.000000,0.001953,
8.782952,shank_accel,-0.375000,2.402344,-9.675781,
8.783333,toe_fsr,-4,,,
8.783759,encoder,121.113281,,,
8.784386,foot_accel,0.812500,2.007812,-9.492188,
8.785409,shank_gyro,0.000000,0.000000,0.000000,
8.785641,heel_fsr,413,,,
8.786830,foot_gyro,0.003906,0.000000,0.000000,
8.787455,shank_accel,-0.300781,2.402344,-9.710938,
8.787679,toe_fsr,3,,,
8.788459,foot_accel,0.812500,2.007812,-9.453125,
8.789085,shank_gyro,0.000000,0.000000,0.000000,
8.789323,encoder,121.113281,,,
8.790633,foot_gyro,-0.003906,-0.001953,0.000000,
8.790866,heel_fsr,423,,,
8.791856,shank_accel,-0.335938,2.402344,-9.675781,
8.792659,foot_accel,0.812500,2.007812,-9.492188,
8.793272,shank_accel,-0.335938,2.402344,-9.675781,
8.793506,encoder,121.113281,,,
8.794386,toe_fsr,2,,,
8.795670,shank_gyro,0.000000,0.000000,0.000000,
8.796972,foot_gyro,-0.001953,-0.001953,-0.003906,
8.797228,heel_fsr,420,,,
8.797872,shank_accel,-0.335938,2.402344,-9.675781,
8.798141,encoder,121.113281,,,
8.799495,foot_accel,0.851562,2.007812,-9.531250,
8.799503,foot_accel,0.812500,2.007812,-9.531250,
8.800153,shank_gyro,0.000000,0.000000,0.000000,
8.800411,toe_fsr,-7,,,
8.801658,foot_gyro,0.001953,-0.001953,0.001953,
8.802315,shank_accel,-0.375000,2.402344,-9.675781,
8.802571,heel_fsr,414,,,
8.803441,foot_accel,0.851562,2.007812,-9.531250,
8.804075,shank_gyro,0.000000,0.000000,0.000000,
8.804305,toe_fsr,4,,,
8.804791,encoder,121.113281,,,
8.805807,foot_gyro,0.003906,0.000000,-0.003906,
8.806039,heel_fsr,419,,,
8.807077,shank_accel,-0.375000,2.402344,-9.710938,
8.807878,foot_accel,0.851562,2.042969,-9.492188,
8.808708,encoder,121.113281,,,
8.809536,toe_fsr,7,,,
8.810708,shank_gyro,0.000000,0.000000,0.000000,
8.811707,foot_gyro,0.000000,0.003906,-0.001953,
8.811957,heel_fsr,412,,,
8.812573,shank_accel,-0.375000,2.441406,-9.671875,
8.813361,foot_accel,0.851562,2.007812,-9.492188,
8.814602,shank_accel,-0.335938,2.441406,-9.636719,
8.814851,toe_fsr,-4,,,
8.815285,encoder,121.113281,,,
8.816159,foot_accel,0.851562,2.007812,-9.531250,
8.816900,shank_gyro,0.000000,0.000000,0.000000,
8.817164,heel_fsr,398,,,
8.817990,foot_gyro,0.001953,-0.001953,-0.001953,
8.818657,shank_accel,-0.335938,2.402344,-9.710938,
8.818905,toe_fsr,4,,,
8.819335,encoder,121.113281,,,
8.820016,foot_accel,0.812500,2.007812,-9.531250,
8.821170,shank_gyro,0.000000,0.000000,0.000000,
8.821436,heel_fsr,403,,,
8.822367,foot_gyro,0.001953,0.000000,0.003906,
8.823021,shank_accel,-0.335938,2.441406,-9.671875,
8.823249,toe_fsr,4,,,
8.823644,encoder,121.113281,,,
8.824277,foot_accel,0.851562,2.007812,-9.492188,
8.825292,shank_gyro,0.000000,0.000000,0.000000,
8.825523,heel_fsr,403,,,
8.826714,foot_gyro,0.007812,0.000000,0.005859,
8.827338,shank_accel,-0.414062,2.402344,-9.710938,
8.827563,toe_fsr,4,,,
8.828337,foot_accel,0.851562,2.007812,-9.492188,
8.828963,shank_accel,-0.335938,2.402344,-9.710938,
8.829198,encoder,121.113281,,,
8.829819,foot_gyro,0.003906,0.000000,0.001953,
8.830047,heel_fsr,406,,,
8.831108,shank_gyro,0.000000,0.000000,0.000000,
8.832050,foot_accel,0.812500,1.968750,-9.453125,
8.832686,shank_accel,-0.335938,2.402344,-9.710938,
8.832938,toe_fsr,-3,,,
8.833375,encoder,121.113281,,,
8.835069,shank_gyro,0.000000,0.000000,0.000000,
8.835334,heel_fsr,408,,,
8.836233,foot_gyro,-0.001953,0.000000,0.001953,
8.836946,shank_accel,-0.335938,2.402344,-9.675781,
8.837197,toe_fsr,4,,,
8.838015,foot_accel,0.812500,2.007812,-9.531250,
8.838897,encoder,121.113281,,,
8.840097,foot_accel,0.812500,2.007812,-9.492188,
8.840363,heel_fsr,408,,,
8.841415,shank_gyro,0.000000,0.000000,0.000000,
8.842353,foot_gyro,0.001953,0.000000,0.000000,
8.842964,shank_accel,-0.335938,2.402344,-9.710938,
8.843192,encoder,121.113281,,,
8.843812,foot_accel,0.851562,2.042969,-9.531250,
8.844041,toe_fsr,5,,,
8.845227,shank_gyro,0.000000,0.000000,0.000000,
8.846234,foot_gyro,-0.005859,-0.001953,0.001953,
8.846455,heel_fsr,419,,,
8.847099,shank_accel,-0.375000,2.402344,-9.710938,
8.847902,foot_accel,0.851562,2.042969,-9.492188,
8.848520,shank_accel,-0.335938,2.402344,-9.675781,
8.848750,encoder,121.113281,,,
8.849367,foot_accel,0.812500,2.007812,-9.531250,
8.849597,toe_fsr,-4,,,
8.850800,shank_gyro,0.000000,0.000000,0.000000,
8.851866,foot_gyro,0.000000,0.000000,0.001953,
8.852087,heel_fsr,411,,,
8.852738,shank_accel,-0.375000,2.402344,-9.675781,
8.854202,shank_gyro,0.000000,0.000000,0.000000,
8.854472,encoder,121.113281,,,
8.855123,foot_accel,0.812500,2.042969,-9.531250,
8.855421,toe_fsr,3,,,
8.856706,shank_accel,-0.335938,2.402344,-9.675781,
8.857414,foot_gyro,0.000000,0.000000,-0.003906,
8.857667,heel_fsr,427,,,
8.858559,encoder,121.113281,,,
8.859461,foot_accel,0.851562,2.007812,-9.531250,
8.860118,shank_gyro,0.000000,0.000000,0.000000,
8.860460,toe_fsr,4,,,
8.861675,foot_gyro,0.001953,-0.003906,0.000000,
8.862351,shank_accel,-0.414062,2.402344,-9.710938,
8.862580,heel_fsr,408,,,
8.863388,foot_accel,0.812500,2.007812,-9.531250,
8.864010,shank_gyro,0.000000,0.000000,0.000000,
8.864246,encoder,121.113281,,,
8.864865,foot_gyro,0.001953,0.001953,0.003906,
8.865102,toe_fsr,-2,,,
8.866344,shank_accel,-0.375000,2.402344,-9.710938,
8.867407,foot_accel,0.812500,2.007812,-9.531250,
8.867630,heel_fsr,404,,,
8.868250,shank_accel,-0.375000,2.402344,-9.710938,
8.868488,encoder,121.113281,,,
8.870339,shank_gyro,0.000000,0.000000,0.000000,
8.870592,toe_fsr,-1,,,
8.871855,foot_gyro,0.001953,0.000000,0.000000,
8.872503,shank_accel,-0.375000,2.402344,-9.710938,
8.872752,heel_fsr,405,,,
8.873584,foot_accel,0.812500,2.007812,-9.492188,
8.874265,shank_gyro,0.000000,0.000000,0.000000,
8.874514,toe_fsr,5,,,
8.874948,encoder,121.113281,,,
8.876166,foot_accel,0.851562,2.007812,-9.531250,
8.876432,heel_fsr,423,,,
8.877093,shank_accel,-0.335938,2.441406,-9.671875,
8.877907,foot_gyro,0.000000,0.001953,-0.003906,
8.878737,encoder,121.113281,,,
8.880095,foot_accel,0.812500,2.042969,-9.562500,
8.880321,toe_fsr,0,,,
8.881487,shank_gyro,0.000000,0.000000,0.000000,
8.882425,foot_gyro,-0.001953,-0.001953,0.007812,
8.882649,heel_fsr,418,,,
8.883276,shank_accel,-0.375000,2.402344,-9.710938,
8.883542,encoder,121.113281,,,
8.884343,foot_accel,0.812500,2.007812,-9.531250,
8.885385,shank_gyro,0.000000,0.000000,0.000000,
8.885605,toe_fsr,-3,,,
8.886847,foot_gyro,0.000000,0.000000,0.000000,
8.887510,shank_accel,-0.414062,2.402344,-9.675781,
8.887762,heel_fsr,406,,,
8.888598,foot_accel,0.812500,2.042969,-9.531250,
8.889249,shank_accel,-0.414062,2.402344,-9.675781,
8.889517,toe_fsr,7,,,
8.889972,encoder,121.113281,,,
8.891031,foot_gyro,0.001953,0.003906,-0.003906,
8.891299,heel_fsr,421,,,
8.892285,shank_gyro,0.000000,0.000000,0.000000,
8.893120,foot_accel,0.812500,2.007812,-9.492188,
8.893796,shank_accel,-0.414062,2.402344,-9.710938,
8.894044,toe_fsr,6,,,
8.894476,encoder,121.113281,,,
8.895124,foot_gyro,0.003906,0.003906,0.001953,
8.896173,shank_gyro,0.000000,0.000000,0.000000,
8.896438,heel_fsr,414,,,
8.897467,foot_accel,0.851562,2.007812,-9.531250,
8.898088,shank_accel,-0.335938,2.363281,-9.675781,
8.898314,toe_fsr,-3,,,
8.898697,encoder,121.113281,,,
8.899335,foot_accel,0.812500,2.042969,-9.492188,
8.899974,shank_gyro,0.000000,0.000000,0.000000,
8.900210,heel_fsr,409,,,
8.901395,foot_gyro,0.003906,-0.001953,0.003906,
8.902196,shank_accel,-0.375000,2.402344,-9.675781,
8.902424,toe_fsr,2,,,
8.903199,foot_accel,0.851562,1.968750,-9.531250,
8.903813,shank_accel,-0.375000,2.402344,-9.710938,
8.904048,encoder,121.113281,,,
8.904676,foot_gyro,-0.005859,0.000000,0.000000,
8.904907,heel_fsr,417,,,
8.905957,shank_gyro,0.000000,0.000000,0.000000,
8.907196,foot_accel,0.812500,2.007812,-9.531250,
8.907831,shank_accel,-0.335938,2.441406,-9.714844,
8.908081,toe_fsr,9,,,
8.908517,encoder,121.113281,,,
8.910097,shank_gyro,0.000000,0.000000,0.000000,
8.910369,heel_fsr,415,,,
8.911667,foot_gyro,0.000000,-0.001953,0.001953,
8.912335,shank_accel,-0.375000,2.441406,-9.714844,
8.912582,toe_fsr,1,,,
8.913418,foot_accel,0.851562,2.042969,-9.492188,
8.914296,encoder,121.113281,,,
8.914949,foot_accel,0.812500,2.007812,-9.531250,
8.915209,heel_fsr,417,,,
8.916286,shank_gyro,0.000000,0.000000,0.000000,
8.917797,foot_gyro,0.003906,-0.003906,-0.001953,
8.918021,toe_fsr,-2,,,
8.918788,shank_accel,-0.375000,2.402344,-9.710938,
8.919019,encoder,121.113281,,,
8.919667,foot_accel,0.812500,2.042969,-9.492188,
8.919899,heel_fsr,406,,,
8.920907,shank_gyro,0.000000,0.000000,0.000000,
8.922117,foot_gyro,-0.003906,-0.001953,-0.005859,
8.922729,shank_accel,-0.375000,2.402344,-9.710938,
8.922951,toe_fsr,3,,,
8.923332,encoder,121.113281,,,
8.923973,foot_accel,0.812500,2.007812,-9.492188,
8.925039,shank_accel,-0.375000,2.402344,-9.710938,
8.925300,heel_fsr,413,,,
8.926522,foot_gyro,0.003906,0.000000,0.000000,
8.927349,shank_gyro,0.000000,0.000000,0.000000,
8.927614,toe_fsr,4,,,
8.928437,foot_accel,0.812500,2.007812,-9.562500,
8.929088,shank_accel,-0.375000,2.441406,-9.671875,
8.929349,encoder,121.113281,,,
8.930011,foot_gyro,0.001953,-0.003906,0.000000,
8.930275,heel_fsr,412,,,
8.931305,shank_gyro,0.000000,0.000000,0.000000,
8.932164,foot_accel,0.851562,2.007812,-9.492188,
8.932785,shank_accel,-0.375000,2.402344,-9.710938,
8.933612,toe_fsr,-5,,,
8.934394,shank_gyro,0.000000,0.000000,0.000000,
8.934624,encoder,121.113281,,,
8.935243,foot_accel,0.812500,2.007812,-9.531250,
8.935472,heel_fsr,417,,,
8.936502,shank_accel,-0.414062,2.402344,-9.750000,
8.937525,foot_gyro,-0.003906,0.000000,0.001953,
8.938342,toe_fsr,6,,,
8.938725,encoder,121.113281,,,
8.939384,foot_accel,0.812500,2.007812,-9.531250,
8.940006,shank_gyro,0.000000,0.000000,0.000000,
8.940235,heel_fsr,431,,,
8.941422,foot_gyro,0.001953,0.000000,-0.005859,
8.942041,shank_accel,-0.335938,2.363281,-9.675781,
8.942264,toe_fsr,4,,,
8.943035,foot_accel,0.812500,2.007812,-9.492188,
8.943658,shank_accel,-0.375000,2.402344,-9.710938,
8.943886,encoder,121.113281,,,
8.944510,foot_gyro,0.001953,0.001953,-0.001953,
8.944740,heel_fsr,424,,,
8.945573,shank_gyro,0.000000,0.000000,0.000000,
8.946839,foot_accel,0.812500,2.007812,-9.492188,
8.947488,shank_accel,-0.375000,2.402344,-9.675781,
8.947741,toe_fsr,-4,,,
8.948174,encoder,121.113281,,,
8.949450,shank_gyro,0.000000,0.000000,0.000000,
8.949714,heel_fsr,412,,,
8.950935,foot_gyro,0.001953,-0.001953,0.000000,
8.952015,shank_accel,-0.375000,2.402344,-9.710938,
8.952267,toe_fsr,2,,,
8.953097,foot_accel,0.812500,2.007812,-9.492188,
8.953940,encoder,121.113281,,,
8.954559,foot_accel,0.812500,2.042969,-9.531250,
8.954790,heel_fsr,422,,,
8.955791,shank_gyro,0.000000,0.000000,0.000000,
8.956587,foot_gyro,-0.001953,0.001953,0.000000,
8.957276,shank_accel,-0.335938,2.402344,-9.675781,
8.957500,toe_fsr,4,,,
8.958274,foot_accel,0.812500,2.007812,-9.531250,
8.959112,encoder,121.113281,,,
8.960284,foot_gyro,0.000000,-0.001953,0.000000,
8.960515,heel_fsr,423,,,
8.961297,shank_gyro,0.000000,0.000000,0.000000,
8.962523,foot_accel,0.812500,2.042969,-9.531250,
8.963239,shank_accel,-0.375000,2.363281,-9.710938,
8.963809,toe_fsr,1,,,
8.964280,encoder,121.113281,,,
8.964966,foot_gyro,0.001953,-0.001953,0.001953,
8.965632,shank_accel,-0.375000,2.402344,-9.710938,
8.965908,heel_fsr,414,,,
8.967160,foot_accel,0.851562,2.007812,-9.492188,
8.968330,shank_gyro,0.000000,0.000000,0.000000,
8.968339,shank_accel,-0.375000,2.402344,-9.675781,
8.968598,toe_fsr,-4,,,
8.969035,encoder,121.113281,,,
8.969721,foot_gyro,-0.001953,0.000000,0.000000,
8.971100,shank_gyro,0.000000,0.000000,0.000000,
8.971344,heel_fsr,423,,,
8.972357,foot_accel,0.812500,2.007812,-9.492188,
8.972986,shank_accel,-0.375000,2.402344,-9.675781,
8.973213,toe_fsr,7,,,
8.973598,encoder,121.113281,,,
8.974824,shank_gyro,0.000000,0.000000,0.000000,
8.975055,heel_fsr,431,,,
8.976512,foot_gyro,-0.005859,0.001953,0.001953,
8.977147,shank_accel,-0.375000,2.402344,-9.750000,
8.977372,toe_fsr,3,,,
8.978144,foot_accel,0.851562,2.007812,-9.531250,
8.978979,encoder,121.113281,,,
8.980260,foot_accel,0.812500,2.007812,-9.531250,
8.980524,heel_fsr,420,,,
8.981192,shank_gyro,0.000000,0.000000,0.000000,
8.982454,foot_gyro,0.000000,0.000000,-0.005859,
8.983583,shank_accel,-0.335938,2.441406,-9.714844,
8.983592,shank_accel,-0.375000,2.402344,-9.675781,
8.983845,toe_fsr,-2,,,
8.984278,encoder,121.113281,,,
8.984952,foot_accel,0.851562,2.007812,-9.492188,
8.986242,shank_gyro,0.000000,0.000000,0.000000,
8.986508,heel_fsr,430,,,
8.988440,foot_gyro,0.003906,0.001953,0.001953,
8.988446,foot_accel,0.851562,2.042969,-9.492188,
8.988679,toe_fsr,6,,,
8.989459,shank_accel,-0.375000,2.402344,-9.710938,
8.989692,encoder,121.113281,,,
8.990317,foot_gyro,-0.005859,-0.001953,0.003906,
8.990549,heel_fsr,425,,,
8.991558,shank_gyro,0.000000,0.000000,0.000000,
8.992357,foot_accel,0.851562,2.007812,-9.492188,
8.992974,shank_accel,-0.335938,2.402344,-9.710938,
8.993208,encoder,121.113281,,,
8.994031,toe_fsr,2,,,
8.995498,shank_gyro,0.000000,0.000000,0.000000,
8.995725,heel_fsr,422,,,
8.996521,foot_gyro,-0.005859,-0.001953,-0.003906,
8.997152,shank_accel,-0.335938,2.402344,-9.675781,
8.998226,foot_accel,0.851562,2.007812,-9.531250,
8.998230,foot_accel,0.812500,2.042969,-9.531250,
8.998452,toe_fsr,-1,,,
8.999318,shank_accel,-0.335938,2.402344,-9.710938,
8.999580,encoder,121.113281,,,
9.000470,foot_gyro,0.003906,0.000000,0.001953,
9.000732,heel_fsr,430,,,
9.001784,shank_gyro,0.000000,0.000000,0.000000,
9.002715,foot_accel,0.812500,2.007812,-9.531250,
9.003430,shank_accel,-0.375000,2.441406,-9.714844,
9.003694,toe_fsr,2,,,
9.004132,encoder,121.113281,,,
9.004793,foot_gyro,0.000000,-0.001953,-0.001953,
9.005834,shank_gyro,0.000000,0.000000,0.000000,
9.006099,heel_fsr,408,,,
9.007418,foot_accel,0.851562,2.007812,-9.531250,
9.008048,shank_accel,-0.375000,2.441406,-9.671875,
9.008280,toe_fsr,6,,,
9.008671,encoder,121.113281,,,
9.009901,shank_gyro,0.000000,0.000000,0.000000,
9.010132,heel_fsr,416,,,
9.011312,foot_gyro,0.003906,-0.001953,0.003906,
9.012388,shank_accel,-0.375000,2.402344,-9.710938,
9.012614,toe_fsr,2,,,
9.013413,foot_accel,0.812500,2.007812,-9.492188,
9.014031,shank_accel,-0.375000,2.402344,-9.710938,
9.014265,encoder,121.113281,,,
9.014898,foot_accel,0.812500,2.007812,-9.531250,
9.015130,heel_fsr,427,,,
9.016196,shank_gyro,0.000000,0.000000,0.000000,
9.016987,foot_gyro,0.001953,0.000000,-0.005859,
9.017599,shank_accel,-0.375000,2.441406,-9.671875,
9.018258,foot_accel,0.851562,2.007812,-9.492188,
9.018507,toe_fsr,-3,,,
9.019563,encoder,121.113281,,,
9.020479,foot_gyro,-0.005859,-0.001953,0.000000,
9.020743,heel_fsr,428,,,
9.022069,shank_gyro,0.000000,0.000000,0.000000,
9.022910,foot_accel,0.851562,2.042969,-9.492188,
9.023582,shank_accel,-0.375000,2.402344,-9.710938,
9.023832,toe_fsr,5,,,
9.024262,encoder,121.113281,,,
9.024911,foot_gyro,-0.001953,0.000000,0.001953,
9.025942,shank_gyro,0.000000,0.000000,0.000000,
9.026273,heel_fsr,434,,,
9.027511,foot_accel,0.812500,2.007812,-9.492188,
9.028135,shank_accel,-0.375000,2.402344,-9.675781,
9.028359,toe_fsr,0,,,
9.028741,encoder,121.113281,,,
9.029969,shank_gyro,0.000000,0.000000,0.000000,
9.030200,heel_fsr,428,,,
9.031358,foot_gyro,-0.001953,0.000000,-0.003906,
9.032225,shank_accel,-0.375000,2.402344,-9.675781,
9.032449,toe_fsr,1,,,
9.033239,foot_accel,0.812500,2.007812,-9.531250,
9.033852,shank_accel,-0.375000,2.402344,-9.710938,
9.034083,encoder,121.113281,,,
9.034912,heel_fsr,418,,,
9.035979,shank_gyro,0.000000,0.000000,0.000000,
9.036822,foot_gyro,0.000000,0.001953,0.000000,
9.037462,shank_accel,-0.375000,2.402344,-9.675781,
9.038580,foot_accel,0.812500,2.007812,-9.492188,
9.038601,foot_accel,0.812500,2.007812,-9.492188,
9.038853,toe_fsr,-2,,,
9.040417,shank_gyro,0.000000,0.000000,0.000000,
9.040670,heel_fsr,443,,,
9.040924,encoder,121.113281,,,
9.042186,foot_gyro,-0.003906,-0.001953,0.003906,
9.042833,shank_accel,-0.375000,2.441406,-9.714844,
9.043080,toe_fsr,5,,,
9.043536,encoder,121.113281,,,
9.044230,foot_accel,0.851562,2.007812,-9.492188,
9.044890,shank_gyro,0.000000,0.000000,0.000000,
9.045157,heel_fsr,430,,,
9.046440,foot_gyro,0.000000,0.000000,-0.001953,
9.047505,shank_accel,-0.375000,2.402344,-9.710938,
9.047732,toe_fsr,-3,,,
9.048117,encoder,121.113281,,,
9.048738,foot_accel,0.851562,2.007812,-9.453125,
9.049358,shank_gyro,0.000000,0.000000,0.000000,
9.049588,heel_fsr,431,,,
9.050371,foot_gyro,0.000000,0.001953,0.003906,
9.051411,shank_accel,-0.335938,2.402344,-9.710938,
9.051637,toe_fsr,-3,,,
9.052423,foot_accel,0.851562,2.007812,-9.492188,
9.053034,shank_accel,-0.375000,2.402344,-9.675781,
9.053264,encoder,121.113281,,,
9.054091,heel_fsr,430,,,
9.055104,shank_gyro,0.000000,0.000000,0.000000,
9.056432,foot_accel,0.851562,2.042969,-9.531250,
9.057286,shank_accel,-0.375000,2.402344,-9.710938,
9.057537,toe_fsr,7,,,
9.058385,foot_gyro,0.000000,-0.001953,-0.001953,
9.059268,encoder,121.113281,,,
9.059950,foot_accel,0.812500,2.007812,-9.531250,
9.060215,heel_fsr,440,,,
9.061255,shank_gyro,0.000000,0.000000,0.000000,
9.062527,foot_gyro,0.001953,-0.001953,0.000000,
9.063171,shank_accel,-0.375000,2.441406,-9.714844,
9.063427,toe_fsr,-3,,,
9.063864,encoder,121.113281,,,
9.064523,foot_accel,0.812500,2.007812,-9.562500,
9.065157,shank_gyro,0.000000,0.000000,0.000000,
9.065394,heel_fsr,427,,,
9.066575,foot_gyro,0.000000,-0.001953,0.000000,
9.067640,shank_accel,-0.375000,2.363281,-9.710938,
9.067866,toe_fsr,-2,,,
9.068249,encoder,121.113281,,,
9.068872,foot_accel,0.851562,2.007812,-9.492188,
9.069495,shank_accel,-0.375000,2.402344,-9.710938,
9.069724,heel_fsr,415,,,
9.070506,foot_gyro,-0.003906,-0.001953,0.001953,
9.071545,shank_gyro,0.000000,0.000000,0.000000,
9.071768,toe_fsr,4,,,
9.072566,foot_accel,0.812500,1.968750,-9.492188,
9.073177,shank_accel,-0.335938,2.402344,-9.710938,
9.073405,encoder,121.113281,,,
9.074274,heel_fsr,434,,,
9.075396,shank_gyro,0.000000,0.000000,0.000000,
9.076658,foot_gyro,-0.003906,-0.001953,0.003906,
9.077464,shank_accel,-0.375000,2.402344,-9.710938,
9.077714,toe_fsr,1,,,
9.078148,encoder,121.113281,,,
9.078803,foot_accel,0.812500,2.007812,-9.492188,
9.079687,heel_fsr,432,,,
9.081109,foot_accel,0.851562,2.042969,-9.531250,
9.081117,foot_gyro,0.005859,0.000000,0.000000,
9.082177,shank_gyro,0.000000,0.000000,0.000000,
9.082427,toe_fsr,-6,,,
9.083253,foot_accel,0.812500,2.007812,-9.492188,
9.083884,shank_accel,-0.375000,2.441406,-9.714844,
9.084124,encoder,121.113281,,,
9.084963,heel_fsr,431,,,
9.085979,shank_gyro,0.000000,0.000000,0.000000,
9.087154,foot_gyro,-0.005859,0.000000,0.000000,
9.087790,shank_accel,-0.375000,2.402344,-9.710938,
9.088017,toe_fsr,0,,,
9.088403,encoder,121.113281,,,
9.089033,foot_accel,0.851562,2.042969,-9.531250,
9.089651,shank_accel,-0.375000,2.402344,-9.710938,
9.089882,heel_fsr,440,,,
9.091201,foot_gyro,0.000000,-0.003906,0.001953,
9.091830,shank_gyro,0.000000,0.000000,0.000000,
9.092055,toe_fsr,9,,,
9.092931,foot_accel,0.851562,2.007812,-9.531250,
9.093582,shank_accel,-0.375000,2.441406,-9.671875,
9.093825,heel_fsr,436,,,
9.094071,encoder,121.113281,,,
