t_s,stream,v1,v2,v3,v4
18.424609,shank_accel,-0.375000,2.402344,-9.675781,
18.424874,heel_fsr,448,,,
18.426337,shank_accel,-0.375000,2.402344,-9.710938,
18.427465,foot_gyro,0.009766,-0.001953,0.000000,
18.427693,toe_fsr,7,,,
18.428516,shank_gyro,0.000000,0.000000,0.000000,
18.428748,encoder,121.113281,,,
18.429388,foot_accel,0.812500,2.007812,-9.492188,
18.429621,heel_fsr,457,,,
18.430234,shank_accel,-0.335938,2.441406,-9.671875,
18.432130,shank_gyro,0.000000,0.000000,0.000000,
18.432367,toe_fsr,2,,,
18.433467,foot_gyro,0.000000,0.000000,0.001953,
18.434349,shank_accel,-0.375000,2.363281,-9.632812,
18.434572,heel_fsr,445,,,
18.434800,encoder,121.113281,,,
18.435624,foot_accel,0.812500,2.007812,-9.492188,
18.436267,shank_gyro,0.000000,0.000000,0.000000,
18.436520,toe_fsr,-4,,,
18.437948,foot_accel,0.851562,2.007812,-9.492188,
18.437956,foot_gyro,0.003906,0.001953,-0.001953,
18.438688,shank_accel,-0.375000,2.363281,-9.675781,
18.438940,heel_fsr,443,,,
18.439196,encoder,121.113281,,,
18.440073,foot_accel,0.851562,2.007812,-9.531250,
18.441559,foot_gyro,-0.003906,0.000000,0.000000,
18.441817,toe_fsr,0,,,
18.443039,shank_gyro,0.000000,0.000000,0.000000,
18.443302,encoder,121.113281,,,
18.443972,foot_accel,0.812500,2.007812,-9.453125,
18.444237,heel_fsr,455,,,
18.444898,shank_accel,-0.375000,2.402344,-9.632812,
18.446341,shank_accel,-0.375000,2.402344,-9.710938,
18.447487,foot_gyro,0.001953,-0.001953,0.000000,
18.447711,toe_fsr,4,,,
18.448505,shank_gyro,0.000000,0.000000,0.000000,
18.448736,encoder,121.113281,,,
18.449357,foot_accel,0.812500,2.007812,-9.531250,
18.449587,heel_fsr,461,,,
18.450210,shank_accel,-0.335938,2.402344,-9.710938,
18.450994,foot_gyro,0.003906,0.000000,0.003906,
18.452067,shank_gyro,0.000000,0.000000,0.000000,
18.452292,toe_fsr,-1,,,
18.453484,foot_accel,0.812500,2.007812,-9.492188,
18.454399,shank_accel,-0.335938,2.402344,-9.710938,
18.454622,heel_fsr,448,,,
18.454848,encoder,121.113281,,,
18.455645,foot_accel,0.812500,2.042969,-9.531250,
18.457328,foot_gyro,-0.003906,0.000000,-0.003906,
18.457576,toe_fsr,0,,,
18.458719,shank_gyro,0.000000,0.000000,0.000000,
18.458983,encoder,121.113281,,,
18.459635,foot_accel,0.812500,2.007812,-9.531250,
18.459899,heel_fsr,456,,,
18.460552,shank_accel,-0.335938,2.402344,-9.675781,
18.461400,foot_gyro,0.001953,0.001953,0.001953,
18.462048,shank_gyro,0.000000,0.000000,0.000000,
18.462294,toe_fsr,5,,,
18.463571,foot_accel,0.851562,2.007812,-9.531250,
18.464229,shank_accel,-0.335938,2.441406,-9.714844,
18.464477,heel_fsr,453,,,
18.464812,encoder,121.113281,,,
18.466206,shank_accel,-0.335938,2.441406,-9.714844,
18.467283,foot_gyro,-0.003906,0.001953,-0.001953,
18.467513,toe_fsr,2,,,
18.468293,shank_gyro,0.000000,0.000000,0.000000,
18.468523,encoder,121.113281,,,
18.469154,foot_accel,0.812500,2.007812,-9.531250,
18.469388,heel_fsr,453,,,
18.470007,shank_accel,-0.375000,2.402344,-9.710938,
18.472018,foot_gyro,0.001953,0.001953,0.001953,
18.472242,toe_fsr,-2,,,
18.473410,shank_gyro,0.000000,0.000000,0.000000,
18.473641,encoder,121.113281,,,
18.474288,foot_accel,0.812500,2.007812,-9.492188,
18.474549,heel_fsr,456,,,
18.475202,shank_accel,-0.375000,2.402344,-9.675781,
18.476062,foot_accel,0.812500,2.007812,-9.531250,
18.476707,shank_gyro,0.000000,0.000000,0.000000,
18.476955,toe_fsr,8,,,
18.477796,foot_gyro,0.001953,0.000000,-0.005859,
18.478838,shank_accel,-0.335938,2.441406,-9.714844,
18.479084,heel_fsr,465,,,
18.479336,encoder,121.113281,,,
18.480204,foot_accel,0.812500,2.007812,-9.492188,
18.481728,foot_gyro,-0.001953,0.001953,-0.005859,
18.481958,toe_fsr,4,,,
18.483167,shank_gyro,0.000000,0.000000,0.000000,
18.483402,encoder,121.113281,,,
18.484039,foot_accel,0.812500,2.007812,-9.531250,
18.484270,heel_fsr,451,,,
18.484882,shank_accel,-0.375000,2.441406,-9.671875,
18.486884,shank_accel,-0.375000,2.402344,-9.675781,
18.487108,toe_fsr,-2,,,
18.488204,foot_gyro,-0.001953,0.001953,-0.001953,
18.489263,shank_gyro,0.000000,0.000000,0.000000,
18.489490,heel_fsr,437,,,
18.489717,encoder,121.113281,,,
18.490505,foot_accel,0.812500,2.042969,-9.531250,
18.491133,shank_accel,-0.335938,2.441406,-9.714844,
18.491757,foot_gyro,0.003906,0.001953,0.001953,
18.491982,toe_fsr,2,,,
18.493178,shank_gyro,0.000000,0.000000,0.000000,
18.493442,encoder,121.113281,,,
18.494099,foot_accel,0.812500,2.007812,-9.531250,
18.494364,heel_fsr,455,,,
18.495048,shank_accel,-0.335938,2.441406,-9.671875,
18.495898,foot_accel,0.812500,2.042969,-9.531250,
18.496555,shank_gyro,0.000000,0.000000,0.000000,
18.496810,toe_fsr,5,,,
18.497658,foot_gyro,0.001953,0.000000,0.001953,
18.498747,shank_accel,-0.375000,2.402344,-9.675781,
18.498999,heel_fsr,456,,,
18.499255,encoder,121.113281,,,
18.500099,foot_accel,0.812500,2.007812,-9.531250,
18.501569,toe_fsr,-5,,,
18.502856,shank_accel,-0.375000,2.402344,-9.710938,
18.503892,foot_gyro,0.001953,0.000000,0.003906,
18.504117,heel_fsr,455,,,
18.504744,shank_gyro,0.000000,0.000000,0.000000,
18.504975,encoder,121.113281,,,
18.505766,foot_accel,0.812500,2.007812,-9.492188,
18.506398,shank_accel,-0.375000,2.402344,-9.675781,
18.507690,foot_gyro,-0.003906,-0.001953,-0.005859,
18.507916,toe_fsr,2,,,
18.509144,shank_gyro,0.000000,0.000000,0.000000,
18.509377,encoder,121.113281,,,
18.510012,foot_accel,0.812500,2.007812,-9.492188,
18.510245,heel_fsr,459,,,
18.510876,shank_accel,-0.375000,2.402344,-9.675781,
18.511665,foot_gyro,-0.003906,-0.001953,0.003906,
18.512800,shank_gyro,0.000000,0.000000,0.000000,
18.513052,toe_fsr,4,,,
18.513490,encoder,121.113281,,,
18.514143,foot_accel,0.812500,2.042969,-9.492188,
18.514819,shank_accel,-0.375000,2.441406,-9.714844,
18.515085,heel_fsr,453,,,
18.515927,foot_accel,0.812500,2.007812,-9.492188,
18.516576,shank_gyro,0.000000,0.000000,0.000000,
18.516826,toe_fsr,-3,,,
18.517668,foot_gyro,0.003906,0.001953,0.003906,
18.518783,shank_accel,-0.375000,2.402344,-9.710938,
18.519045,heel_fsr,448,,,
18.519329,encoder,121.113281,,,
18.520353,foot_accel,0.812500,2.007812,-9.531250,
18.520970,shank_accel,-0.335938,2.441406,-9.671875,
18.521785,foot_gyro,-0.005859,0.000000,-0.001953,
18.522019,toe_fsr,-2,,,
18.523021,shank_gyro,0.000000,0.000000,0.000000,
18.523256,encoder,121.113281,,,
18.523930,foot_accel,0.812500,2.007812,-9.492188,
18.524167,heel_fsr,454,,,
18.524804,shank_accel,-0.375000,2.441406,-9.714844,
18.526818,foot_gyro,-0.003906,0.000000,-0.001953,
18.527042,toe_fsr,7,,,
18.528220,shank_gyro,0.000000,0.000000,0.000000,
18.528452,encoder,121.113281,,,
18.529108,foot_accel,0.812500,2.042969,-9.531250,
18.529368,heel_fsr,462,,,
18.530010,shank_accel,-0.375000,2.441406,-9.714844,
18.530842,foot_gyro,0.000000,0.000000,-0.001953,
18.532706,foot_accel,0.812500,2.007812,-9.492188,
18.532984,toe_fsr,0,,,
18.534260,shank_gyro,0.000000,0.000000,0.000000,
18.534519,encoder,121.113281,,,
18.535170,foot_accel,0.812500,2.007812,-9.531250,
18.535437,heel_fsr,450,,,
18.536086,shank_accel,-0.375000,2.441406,-9.671875,
18.537322,foot_gyro,0.005859,0.000000,0.003906,
18.538335,shank_gyro,0.000000,0.000000,0.000000,
18.538557,toe_fsr,-5,,,
18.538942,encoder,121.113281,,,
18.539566,foot_accel,0.812500,2.007812,-9.531250,
18.540180,shank_accel,-0.335938,2.441406,-9.714844,
18.540410,heel_fsr,454,,,
18.541215,foot_gyro,0.000000,0.000000,0.003906,
18.542608,shank_accel,-0.375000,2.441406,-9.671875,
18.542832,toe_fsr,6,,,
18.543216,encoder,121.113281,,,
18.543967,foot_accel,0.812500,2.007812,-9.531250,
18.544624,shank_gyro,0.000000,0.000000,0.000000,
18.544854,heel_fsr,454,,,
18.546250,shank_accel,-0.375000,2.441406,-9.714844,
18.546870,foot_gyro,0.001953,-0.001953,-0.001953,
18.547092,toe_fsr,4,,,
18.548276,shank_gyro,0.000000,0.000000,0.000000,
18.548509,encoder,121.113281,,,
18.549146,foot_accel,0.851562,2.007812,-9.492188,
18.549375,heel_fsr,458,,,
18.550054,shank_accel,-0.375000,2.402344,-9.710938,
18.552137,foot_gyro,-0.003906,-0.003906,0.000000,
18.552398,toe_fsr,-4,,,
18.553641,shank_gyro,0.000000,0.000000,0.000000,
18.553903,encoder,121.113281,,,
18.554574,foot_accel,0.812500,2.042969,-9.492188,
18.554836,heel_fsr,455,,,
18.555482,shank_accel,-0.375000,2.441406,-9.671875,
18.556325,foot_accel,0.812500,2.007812,-9.492188,
18.557538,shank_accel,-0.335938,2.402344,-9.710938,
18.557786,toe_fsr,2,,,
18.558204,encoder,121.113281,,,
18.559177,foot_gyro,0.000000,0.000000,0.001953,
18.559801,shank_gyro,0.000000,0.000000,0.000000,
18.560034,heel_fsr,457,,,
18.560829,foot_accel,0.851562,2.007812,-9.531250,
18.561447,shank_accel,-0.375000,2.402344,-9.750000,
18.562064,foot_gyro,0.000000,0.000000,0.000000,
18.562289,toe_fsr,9,,,
18.563074,shank_gyro,0.000000,0.000000,0.000000,
18.563304,encoder,121.113281,,,
18.563987,foot_accel,0.812500,2.007812,-9.492188,
18.564219,heel_fsr,436,,,
18.564840,shank_accel,-0.375000,2.441406,-9.753906,
18.566815,foot_gyro,0.000000,-0.005859,0.001953,
18.567036,toe_fsr,0,,,
18.568252,shank_gyro,0.000000,0.000000,0.000000,
18.568516,encoder,121.113281,,,
18.569184,foot_accel,0.812500,2.007812,-9.492188,
18.569446,heel_fsr,447,,,
18.570107,shank_accel,-0.335938,2.402344,-9.710938,
18.572193,foot_gyro,-0.003906,0.000000,0.001953,
18.572443,toe_fsr,-3,,,
18.573661,shank_gyro,0.000000,0.000000,0.000000,
18.573928,encoder,121.113281,,,
18.574586,foot_accel,0.812500,2.007812,-9.492188,
18.574850,heel_fsr,457,,,
18.575474,shank_accel,-0.375000,2.441406,-9.671875,
18.576269,foot_accel,0.851562,2.007812,-9.492188,
18.577292,shank_accel,-0.375000,2.402344,-9.675781,
18.577511,toe_fsr,7,,,
18.578315,foot_gyro,0.000000,0.000000,-0.005859,
18.579334,shank_gyro,0.000000,0.000000,0.000000,
18.579555,heel_fsr,455,,,
18.579788,encoder,121.113281,,,
18.580586,foot_accel,0.812500,2.007812,-9.492188,
18.581204,shank_accel,-0.335938,2.402344,-9.675781,
18.582033,foot_gyro,-0.005859,-0.001953,-0.001953,
18.582256,toe_fsr,4,,,
18.583649,shank_gyro,0.000000,0.000000,0.000000,
18.583878,encoder,121.113281,,,
18.584500,foot_accel,0.812500,2.007812,-9.492188,
18.584855,heel_fsr,449,,,
18.585530,shank_accel,-0.335938,2.402344,-9.750000,
18.587722,shank_gyro,0.000000,0.000000,0.000000,
18.587977,toe_fsr,-5,,,
18.588412,encoder,121.113281,,,
18.589067,foot_gyro,-0.003906,-0.003906,0.001953,
18.589753,shank_accel,-0.375000,2.441406,-9.714844,
18.590018,heel_fsr,453,,,
18.590842,foot_accel,0.812500,2.007812,-9.531250,
18.591485,shank_accel,-0.335938,2.441406,-9.671875,
18.592823,foot_gyro,-0.001953,0.000000,-0.005859,
18.593075,toe_fsr,6,,,
18.593997,shank_gyro,0.000000,0.000000,0.000000,
18.594261,encoder,121.113281,,,
18.594886,foot_accel,0.812500,2.007812,-9.531250,
18.595120,heel_fsr,456,,,
18.595738,shank_accel,-0.375000,2.441406,-9.671875,
18.596897,foot_accel,0.812500,2.042969,-9.492188,
18.597880,shank_gyro,0.000000,0.000000,0.000000,
18.598100,toe_fsr,3,,,
18.598480,encoder,121.113281,,,
18.599118,foot_gyro,0.003906,-0.001953,-0.005859,
18.599740,shank_accel,-0.375000,2.441406,-9.671875,
18.599970,heel_fsr,459,,,
18.600753,foot_accel,0.812500,2.042969,-9.492188,
18.601383,shank_gyro,0.000000,0.000000,0.000000,
18.601999,foot_gyro,0.000000,-0.001953,0.007812,
18.602221,toe_fsr,-4,,,
18.603416,shank_accel,-0.335938,2.402344,-9.710938,
18.603647,encoder,121.113281,,,
18.604279,foot_accel,0.812500,2.007812,-9.492188,
18.604509,heel_fsr,446,,,
18.607787,foot_gyro,-0.003906,-0.005859,0.000000,
18.608049,toe_fsr,-1,,,
18.609292,shank_gyro,0.000000,0.000000,0.000000,
18.609560,encoder,121.113281,,,
18.610212,foot_accel,0.812500,2.007812,-9.492188,
18.610477,heel_fsr,462,,,
18.611135,shank_accel,-0.335938,2.402344,-9.710938,
18.611975,foot_gyro,0.000000,-0.003906,0.000000,
18.613494,shank_accel,-0.335938,2.402344,-9.632812,
18.613499,shank_gyro,0.000000,0.000000,0.000000,
18.613730,toe_fsr,10,,,
18.614124,encoder,121.113281,,,
18.614751,foot_accel,0.851562,2.007812,-9.492188,
18.615369,shank_accel,-0.335938,2.402344,-9.710938,
18.615620,heel_fsr,462,,,
18.616413,foot_accel,0.851562,2.042969,-9.531250,
18.617044,shank_gyro,0.000000,0.000000,0.000000,
18.617832,foot_gyro,0.005859,0.000000,0.001953,
18.618058,toe_fsr,-3,,,
18.619199,shank_accel,-0.375000,2.402344,-9.710938,
18.619432,encoder,121.113281,,,
18.620064,foot_accel,0.812500,2.042969,-9.531250,
18.620299,heel_fsr,456,,,
18.621857,foot_gyro,-0.003906,0.000000,0.000000,
18.622501,shank_gyro,0.000000,0.000000,0.000000,
18.622752,toe_fsr,2,,,
18.623187,encoder,121.113281,,,
18.624125,foot_accel,0.812500,2.007812,-9.531250,
18.624837,shank_accel,-0.335938,2.402344,-9.710938,
18.625102,heel_fsr,443,,,
18.627813,foot_gyro,-0.003906,0.001953,0.001953,
18.628065,toe_fsr,5,,,
18.629325,shank_gyro,0.000000,0.000000,0.000000,
18.629589,encoder,121.113281,,,
18.630229,foot_accel,0.812500,2.007812,-9.531250,
18.630468,heel_fsr,452,,,
18.631090,shank_accel,-0.375000,2.402344,-9.675781,
18.632269,foot_gyro,0.005859,0.000000,-0.001953,
18.633792,shank_accel,-0.375000,2.441406,-9.714844,
18.633797,shank_gyro,0.000000,0.000000,0.000000,
18.634021,toe_fsr,2,,,
18.634408,encoder,121.113281,,,
18.635030,foot_accel,0.812500,2.007812,-9.492188,
18.635672,shank_accel,-0.375000,2.402344,-9.675781,
18.635907,heel_fsr,457,,,
18.637359,foot_accel,0.812500,1.968750,-9.492188,
18.638765,shank_gyro,0.000000,0.000000,0.000000,
18.639001,toe_fsr,-4,,,
18.639398,encoder,121.113281,,,
18.640022,foot_gyro,-0.003906,0.001953,0.000000,
18.640791,shank_accel,-0.375000,2.363281,-9.675781,
18.641061,heel_fsr,446,,,
18.642201,foot_accel,0.812500,2.007812,-9.492188,
18.643238,shank_gyro,0.000000,0.000000,0.000000,
18.643492,toe_fsr,8,,,
18.643928,encoder,121.113281,,,
18.644588,foot_gyro,-0.003906,0.000000,-0.001953,
18.645251,shank_accel,-0.375000,2.402344,-9.675781,
18.645513,heel_fsr,446,,,
18.646348,foot_accel,0.812500,2.042969,-9.492188,
18.647000,shank_accel,-0.335938,2.402344,-9.710938,
18.647249,toe_fsr,5,,,
18.648542,foot_gyro,0.005859,-0.001953,0.001953,
18.649337,shank_gyro,0.000000,0.000000,0.000000,
18.649569,heel_fsr,458,,,
18.649801,encoder,121.113281,,,
18.650608,foot_accel,0.851562,2.007812,-9.492188,
18.651237,shank_accel,-0.375000,2.402344,-9.710938,
18.651880,foot_gyro,0.000000,0.000000,-0.001953,
18.652105,toe_fsr,-3,,,
18.653049,shank_gyro,0.000000,0.000000,0.000000,
18.653283,encoder,121.113281,,,
18.653954,foot_accel,0.812500,2.007812,-9.492188,
18.654185,heel_fsr,457,,,
18.654876,shank_accel,-0.414062,2.402344,-9.710938,
18.655656,foot_accel,0.812500,2.042969,-9.531250,
18.657594,foot_gyro,-0.003906,0.003906,0.000000,
18.657816,toe_fsr,-1,,,
18.659050,shank_gyro,0.000000,0.000000,0.000000,
18.659281,encoder,121.113281,,,
18.659924,foot_accel,0.812500,2.007812,-9.492188,
18.660185,heel_fsr,465,,,
18.660826,shank_accel,-0.335938,2.441406,-9.714844,
18.661666,foot_gyro,0.000000,0.000000,-0.001953,
18.662335,shank_gyro,0.000000,0.000000,0.000000,
18.662591,toe_fsr,9,,,
18.663854,foot_accel,0.851562,2.007812,-9.492188,
18.664896,shank_accel,-0.335938,2.402344,-9.675781,
18.665148,heel_fsr,459,,,
18.665406,encoder,121.113281,,,
18.666265,foot_gyro,0.000000,0.000000,-0.001953,
18.666928,shank_accel,-0.375000,2.441406,-9.671875,
18.667293,toe_fsr,-3,,,
18.668469,foot_accel,0.812500,2.007812,-9.492188,
18.669129,shank_gyro,0.000000,0.000000,0.000000,
18.669354,heel_fsr,445,,,
18.669583,encoder,121.113281,,,
18.670975,shank_accel,-0.335938,2.441406,-9.671875,
18.671593,foot_gyro,0.001953,0.000000,0.000000,
18.671819,toe_fsr,-6,,,
18.672716,shank_gyro,0.000000,0.000000,0.000000,
18.673790,foot_accel,0.812500,2.042969,-9.531250,
18.674015,heel_fsr,459,,,
18.674924,shank_accel,-0.375000,2.402344,-9.675781,
18.675156,encoder,121.113281,,,
18.675951,foot_accel,0.812500,2.007812,-9.531250,
18.677683,foot_gyro,0.000000,0.003906,0.000000,
18.677935,toe_fsr,6,,,
18.679183,shank_gyro,0.000000,0.000000,0.000000,
18.679449,encoder,121.113281,,,
18.680104,foot_accel,0.812500,2.007812,-9.492188,
18.680370,heel_fsr,451,,,
18.681030,shank_accel,-0.335938,2.402344,-9.675781,
18.682327,foot_gyro,-0.003906,0.001953,0.001953,
18.683437,shank_gyro,0.000000,0.000000,0.000000,
18.683688,toe_fsr,2,,,
18.684125,encoder,121.113281,,,
18.684767,foot_accel,0.851562,2.042969,-9.492188,
18.685383,shank_accel,-0.375000,2.402344,-9.675781,
18.685616,heel_fsr,451,,,
18.686398,foot_gyro,0.003906,0.000000,0.003906,
18.687025,shank_accel,-0.335938,2.402344,-9.710938,
18.688026,foot_accel,0.851562,2.007812,-9.492188,
18.688251,toe_fsr,-4,,,
18.689054,shank_gyro,0.000000,0.000000,0.000000,
18.689307,encoder,121.113281,,,
18.690135,heel_fsr,445,,,
18.690760,shank_accel,-0.335938,2.402344,-9.675781,
18.691978,foot_gyro,-0.003906,0.000000,0.000000,
18.692639,shank_gyro,0.000000,0.000000,0.000000,
18.692892,toe_fsr,6,,,
18.693298,encoder,121.113281,,,
18.694073,foot_accel,0.812500,2.007812,-9.562500,
18.694950,shank_accel,-0.375000,2.402344,-9.675781,
18.695189,heel_fsr,462,,,
18.696025,foot_accel,0.812500,2.007812,-9.492188,
18.696907,toe_fsr,4,,,
18.698065,foot_gyro,0.000000,-0.001953,-0.003906,
18.699177,shank_gyro,0.000000,0.000000,0.000000,
18.699449,heel_fsr,453,,,
18.699714,encoder,121.113281,,,
18.700577,foot_accel,0.812500,2.007812,-9.492188,
18.701231,shank_accel,-0.335938,2.402344,-9.675781,
18.701482,toe_fsr,-2,,,
18.702325,foot_gyro,0.000000,0.000000,-0.001953,
18.703401,shank_gyro,0.000000,0.000000,0.000000,
18.703654,heel_fsr,444,,,
18.703913,encoder,121.113281,,,
18.704761,foot_accel,0.812500,2.007812,-9.492188,
18.705388,shank_accel,-0.375000,2.402344,-9.710938,
18.706211,toe_fsr,0,,,
18.708022,shank_accel,-0.375000,2.402344,-9.710938,
18.708309,heel_fsr,452,,,
18.708548,encoder,121.113281,,,
18.709379,foot_gyro,0.000000,-0.001953,0.003906,
18.710031,shank_gyro,0.000000,0.000000,0.000000,
18.710262,toe_fsr,7,,,
18.711048,foot_accel,0.851562,2.007812,-9.492188,
18.711683,shank_accel,-0.375000,2.402344,-9.750000,
18.712303,foot_gyro,0.001953,0.000000,0.001953,
18.712533,heel_fsr,448,,,
18.713595,shank_gyro,0.000000,0.000000,0.000000,
18.713829,encoder,121.113281,,,
18.714618,foot_accel,0.812500,2.042969,-9.531250,
18.715250,shank_accel,-0.375000,2.402344,-9.710938,
18.715891,foot_accel,0.812500,2.007812,-9.492188,
18.716147,toe_fsr,0,,,
18.716999,shank_gyro,0.000000,0.000000,0.000000,
18.718096,foot_gyro,0.000000,0.000000,-0.001953,
18.718349,heel_fsr,447,,,
18.719472,shank_accel,-0.375000,2.363281,-9.675781,
18.719756,encoder,121.113281,,,
18.720626,foot_accel,0.812500,2.007812,-9.531250,
18.722101,foot_gyro,0.001953,0.001953,0.001953,
18.722361,toe_fsr,-4,,,
18.723639,shank_accel,-0.375000,2.402344,-9.710938,
18.723890,encoder,121.113281,,,
18.724528,foot_accel,0.812500,2.007812,-9.492188,
18.724760,heel_fsr,453,,,
18.725387,shank_gyro,0.000000,0.000000,0.000000,
18.726787,shank_accel,-0.375000,2.441406,-9.714844,
18.727982,foot_gyro,0.000000,-0.001953,-0.001953,
18.728211,toe_fsr,4,,,
18.729402,shank_gyro,0.000000,0.000000,0.000000,
18.729633,encoder,121.113281,,,
18.730254,foot_accel,0.812500,2.007812,-9.492188,
18.730483,heel_fsr,453,,,
18.731125,shank_accel,-0.375000,2.402344,-9.710938,
18.732428,foot_gyro,0.001953,0.000000,0.001953,
18.733477,shank_gyro,0.000000,0.000000,0.000000,
18.733729,toe_fsr,2,,,
18.734169,encoder,121.113281,,,
18.734822,foot_accel,0.851562,2.042969,-9.531250,
18.735471,shank_accel,-0.335938,2.402344,-9.710938,
18.735739,heel_fsr,450,,,
18.736576,foot_accel,0.812500,2.007812,-9.562500,
18.737224,shank_gyro,0.000000,0.000000,0.000000,
18.737476,toe_fsr,-3,,,
18.738304,foot_gyro,0.001953,0.001953,0.001953,
18.739345,shank_accel,-0.375000,2.441406,-9.714844,
18.739619,heel_fsr,450,,,
18.739878,encoder,121.113281,,,
18.740723,foot_accel,0.851562,2.007812,-9.492188,
18.741368,shank_accel,-0.375000,2.402344,-9.710938,
18.742141,foot_gyro,0.000000,-0.001953,0.000000,
18.742632,toe_fsr,5,,,
18.743649,shank_gyro,0.000000,0.000000,0.000000,
18.743878,encoder,121.113281,,,
18.744526,foot_accel,0.812500,2.042969,-9.492188,
18.744758,heel_fsr,458,,,
18.745397,shank_accel,-0.335938,2.402344,-9.675781,
18.748049,foot_gyro,0.003906,0.000000,-0.001953,
18.748269,toe_fsr,3,,,
18.749458,shank_gyro,0.000000,0.000000,0.000000,
18.749686,encoder,121.113281,,,
18.750305,foot_accel,0.812500,2.007812,-9.531250,
18.750532,heel_fsr,453,,,
18.751170,shank_accel,-0.375000,2.402344,-9.675781,
18.752357,foot_gyro,0.000000,0.000000,0.000000,
18.753399,shank_gyro,0.000000,0.000000,0.000000,
18.753650,toe_fsr,-6,,,
18.754087,encoder,121.113281,,,
18.754731,foot_accel,0.812500,2.007812,-9.492188,
18.755400,shank_accel,-0.375000,2.402344,-9.710938,
18.755671,heel_fsr,438,,,
18.756514,foot_accel,0.812500,2.042969,-9.492188,
18.757154,shank_accel,-0.375000,2.441406,-9.671875,
18.757403,toe_fsr,4,,,
18.758253,foot_gyro,-0.001953,-0.005859,0.000000,
18.759543,shank_gyro,0.000000,0.000000,0.000000,
18.759795,heel_fsr,452,,,
18.760050,encoder,121.113281,,,
18.760894,foot_accel,0.812500,2.042969,-9.492188,
18.761521,shank_accel,-0.375000,2.480469,-9.671875,
18.762313,foot_gyro,0.001953,-0.001953,0.001953,
18.762537,toe_fsr,7,,,
18.763631,shank_gyro,0.000000,0.000000,0.000000,
18.763859,encoder,121.113281,,,
18.764493,foot_accel,0.851562,2.042969,-9.492188,
18.764727,heel_fsr,456,,,
18.765370,shank_accel,-0.335938,2.441406,-9.714844,
18.768616,foot_gyro,-0.003906,-0.001953,-0.001953,
18.768925,toe_fsr,-4,,,
18.770162,shank_gyro,0.000000,0.000000,0.000000,
18.770415,encoder,121.113281,,,
18.771093,foot_accel,0.812500,2.007812,-9.492188,
18.771394,heel_fsr,451,,,
18.772062,shank_accel,-0.335938,2.402344,-9.675781,
18.773831,foot_gyro,0.000000,0.003906,-0.003906,
18.773866,foot_accel,0.812500,2.007812,-9.453125,
18.774126,toe_fsr,0,,,
18.775189,shank_gyro,0.000000,0.000000,0.000000,
18.775941,encoder,121.113281,,,
18.777370,foot_accel,0.812500,2.007812,-9.492188,
18.777717,heel_fsr,449,,,
18.778816,shank_accel,-0.414062,2.402344,-9.710938,
18.779075,encoder,121.113281,,,
18.780369,foot_gyro,0.001953,0.000000,0.003906,
18.781480,shank_accel,-0.375000,2.402344,-9.675781,
18.781487,shank_gyro,0.000000,0.000000,0.000000,
18.781775,toe_fsr,7,,,
18.782590,foot_accel,0.812500,2.042969,-9.492188,
18.784196,shank_accel,-0.335938,2.402344,-9.710938,
18.784204,shank_gyro,0.000000,0.000000,0.000000,
18.784483,heel_fsr,441,,,
18.784733,encoder,121.113281,,,
18.786025,foot_gyro,0.003906,0.001953,0.001953,
18.786033,foot_accel,0.812500,2.042969,-9.531250,
18.786675,shank_accel,-0.335938,2.402344,-9.710938,
18.786905,toe_fsr,-2,,,
18.788529,foot_gyro,0.003906,0.000000,0.000000,
18.788845,heel_fsr,444,,,
18.789965,shank_gyro,0.000000,0.000000,0.000000,
18.790257,encoder,121.113281,,,
18.791153,foot_accel,0.812500,2.007812,-9.492188,
18.792173,shank_accel,-0.414062,2.402344,-9.710938,
18.792478,toe_fsr,8,,,
18.794305,foot_gyro,0.000000,0.001953,0.001953,
18.794338,foot_accel,0.812500,2.042969,-9.453125,
18.794604,heel_fsr,452,,,
18.795266,shank_gyro,0.000000,0.000000,0.000000,
18.795566,encoder,121.113281,,,
18.796452,foot_accel,0.812500,2.042969,-9.492188,
18.797105,shank_accel,-0.375000,2.402344,-9.710938,
18.797364,toe_fsr,1,,,
18.798262,foot_gyro,-0.003906,0.001953,-0.001953,
18.800090,shank_accel,-0.375000,2.402344,-9.675781,
18.800097,shank_gyro,0.000000,0.000000,0.000000,
18.800370,heel_fsr,448,,,
18.800612,encoder,121.113281,,,
18.801833,foot_accel,0.812500,2.042969,-9.492188,
18.803002,shank_accel,-0.375000,2.402344,-9.710938,
18.803233,toe_fsr,-2,,,
18.803633,encoder,121.113281,,,
18.804416,foot_gyro,0.000000,0.000000,-0.001953,
18.805209,shank_gyro,0.000000,0.000000,0.000000,
18.805442,heel_fsr,451,,,
18.806236,foot_accel,0.812500,2.007812,-9.492188,
18.806866,shank_accel,-0.375000,2.441406,-9.714844,
18.808248,foot_gyro,0.000000,-0.003906,0.003906,
18.808472,toe_fsr,1,,,
18.809719,shank_gyro,0.000000,0.000000,0.000000,
18.809987,encoder,121.113281,,,
18.810647,foot_accel,0.812500,2.042969,-9.492188,
18.810913,heel_fsr,446,,,
18.811565,shank_accel,-0.335938,2.402344,-9.710938,
18.812807,foot_gyro,-0.003906,-0.003906,-0.001953,
18.813926,shank_gyro,0.000000,0.000000,0.000000,
18.814216,toe_fsr,9,,,
18.815060,encoder,121.113281,,,
